cell,stimul,frame,time,mask,int,delta
cell2_01,20,14,-6.0,cell,1414.733,0.0025909998243185215
cell2_01,20,14,-6.0,up,1566.025,-0.006669164965894963
cell2_01,20,14,-6.0,down,2004.191,0.00581894113819954
cell2_01,20,15,-5.0,cell,1400.649,-0.007390029558275765
cell2_01,20,15,-5.0,up,1546.841,-0.01883759059083356
cell2_01,20,15,-5.0,down,1984.164,-0.004231765572974578
cell2_01,20,16,-4.0,cell,1413.296,0.0015726286781393884
cell2_01,20,16,-4.0,up,1550.969,-0.016219197086885066
cell2_01,20,16,-4.0,down,2004.466,0.005956952040759659
cell2_01,20,17,-3.0,cell,1414.514,0.0024357992112264562
cell2_01,20,17,-3.0,up,1573.224,-0.0021028338527835093
cell2_01,20,17,-3.0,down,1997.883,0.0026532219623825867
cell2_01,20,18,-2.0,cell,1397.966,-0.009291414238302766
cell2_01,20,18,-2.0,up,1548.334,-0.017890579568208706
cell2_01,20,18,-2.0,down,1986.069,-0.00327572641160311
cell2_01,20,19,-1.0,cell,1404.712,-0.004510668412189324
cell2_01,20,19,-1.0,up,1567.963,-0.005439890108663456
cell2_01,20,19,-1.0,down,1977.099,-0.0077773911242026966
cell2_01,20,20,0.0,cell,1338.169,-0.051668268398412535
cell2_01,20,20,0.0,up,1724.555,0.0938865332368519
cell2_01,20,20,0.0,down,1761.579,-0.11593779010519041
cell2_01,20,21,1.0,cell,1325.84,-0.06040556684047489
cell2_01,20,21,1.0,up,1810.476,0.14838628814304136
cell2_01,20,21,1.0,down,1690.224,-0.1517478553858529
cell2_01,20,22,2.0,cell,1319.383,-0.06498150455159458
cell2_01,20,22,2.0,up,1806.006,0.14555096378193444
cell2_01,20,22,2.0,down,1675.934,-0.15891940374070773
cell2_01,20,23,3.0,cell,1315.587,-0.06767164851185646
cell2_01,20,23,3.0,up,1804.686,0.1447136867893927
cell2_01,20,23,3.0,down,1665.309,-0.16425164315780588
cell2_01,20,24,4.0,cell,1313.347,-0.06925908857270645
cell2_01,20,24,4.0,up,1782.603,0.13070642328462234
cell2_01,20,24,4.0,down,1673.92,-0.15993014540527573
cell2_01,20,25,5.0,cell,1310.12,-0.07154599441036852
cell2_01,20,25,5.0,up,1761.357,0.11723006950921347
cell2_01,20,25,5.0,down,1674.977,-0.1593996816816171
cell2_01,20,26,6.0,cell,1300.759,-0.07817993477180443
cell2_01,20,26,6.0,up,1725.697,0.09461090469555068
cell2_01,20,26,6.0,down,1679.099,-0.15733102371669686
cell2_01,20,27,7.0,cell,1308.408,-0.07275925217116098
cell2_01,20,27,7.0,up,1741.306,0.10451170513235564
cell2_01,20,27,7.0,down,1692.362,-0.1506748833506758
cell2_01,20,28,8.0,cell,1302.751,-0.07676824700340573
cell2_01,20,28,8.0,up,1699.292,0.07786219334095831
cell2_01,20,28,8.0,down,1695.261,-0.14921999750877774
cell2_01,20,29,9.0,cell,1304.683,-0.07539907995092261
cell2_01,20,29,9.0,up,1685.921,0.06938095798696275
cell2_01,20,29,9.0,down,1715.206,-0.139210443139458
cell2_01,20,30,10.0,cell,1309.727,-0.07182450509961572
cell2_01,20,30,10.0,up,1664.054,0.055510703444608234
cell2_01,20,30,10.0,down,1732.067,-0.13074861831012222
cell2_01,20,31,11.0,cell,1308.677,-0.07256861762813926
cell2_01,20,31,11.0,up,1635.144,0.037173068706442464
cell2_01,20,31,11.0,down,1748.911,-0.12229532506385384
cell2_01,20,32,12.0,cell,1313.687,-0.06901813784918463
cell2_01,20,32,12.0,up,1626.805,0.031883634736135896
cell2_01,20,32,12.0,down,1761.862,-0.11579576434001022
cell2_01,20,33,13.0,cell,1306.009,-0.0744593721291873
cell2_01,20,33,13.0,up,1615.552,0.02474584837471833
cell2_01,20,33,13.0,down,1759.434,-0.11701427514515986
cell2_01,20,34,14.0,cell,1312.019,-0.07020021375163892
cell2_01,20,34,14.0,up,1595.476,0.012011626479062459
cell2_01,20,34,14.0,down,1780.668,-0.10635782603620346
cell2_01,20,35,15.0,cell,1301.146,-0.0779056761541487
cell2_01,20,35,15.0,up,1572.051,-0.0028468686347921024
cell2_01,20,35,15.0,down,1763.499,-0.11497422307640652
cell2_01,20,36,16.0,cell,1311.526,-0.07054959230074559
cell2_01,20,36,16.0,up,1616.198,0.02515560666046231
cell2_01,20,36,16.0,down,1775.274,-0.1090648471576931
cell2_01,20,37,17.0,cell,1312.767,-0.06967012215989077
cell2_01,20,37,17.0,up,1580.348,0.0024159247039336486
cell2_01,20,37,17.0,down,1788.434,-0.10246039814790373
cell2_01,20,38,18.0,cell,1317.911,-0.06602467944872456
cell2_01,20,38,18.0,up,1568.467,-0.005120202529692928
cell2_01,20,38,18.0,down,1804.151,-0.09457269867321834
cell2_01,20,39,19.0,cell,1317.024,-0.06665327736567733
cell2_01,20,39,19.0,up,1575.844,-0.000440965882738668
cell2_01,20,39,19.0,down,1799.674,-0.09681951616689823
cell2_01,20,40,20.0,cell,1316.993,-0.0666752464022337
cell2_01,20,40,20.0,up,1570.099,-0.0040850237025506445
cell2_01,20,40,20.0,down,1798.779,-0.0972686789225032
cell2_01,20,41,21.0,cell,1314.669,-0.06832221546536545
cell2_01,20,41,21.0,up,1552.034,-0.015543666786084391
cell2_01,20,41,21.0,down,1806.557,-0.09336522874027359
cell2_01,20,42,22.0,cell,1318.354,-0.06571073482954755
cell2_01,20,42,22.0,up,1557.105,-0.01232712767307032
cell2_01,20,42,22.0,down,1810.629,-0.09132166366672789
cell2_01,20,43,23.0,cell,1310.051,-0.07159489323367145
cell2_01,20,43,23.0,up,1551.337,-0.015985774410176526
cell2_01,20,43,23.0,down,1800.976,-0.09616609727550411
cell2_01,20,44,24.0,cell,1317.445,-0.06635492367566934
cell2_01,20,44,24.0,up,1558.453,-0.011472090259474797
cell2_01,20,44,24.0,down,1811.598,-0.09083536343188851
cell2_01,20,45,25.0,cell,1313.787,-0.06894726998932517
cell2_01,20,45,25.0,up,1547.875,-0.018181723613342544
cell2_01,20,45,25.0,down,1818.331,-0.08745635467938766
cell2_01,20,46,26.0,cell,1315.622,-0.06764684476090563
cell2_01,20,46,26.0,up,1553.442,-0.014650571327373373
cell2_01,20,46,26.0,down,1811.11,-0.09108027005170444
cell2_01,20,47,27.0,cell,1323.692,-0.061927808470254184
cell2_01,20,47,27.0,up,1551.235,-0.016050473086872984
cell2_01,20,47,27.0,down,1829.616,-0.081792889096145
cell2_01,20,48,28.0,cell,1310.343,-0.07138795908288198
cell2_01,20,48,28.0,up,1528.235,-0.030639390381159096
cell2_01,20,48,28.0,down,1814.331,-0.08946378598935402
cell2_01,20,49,29.0,cell,1316.689,-0.0668906846962061
cell2_01,20,49,29.0,up,1524.275,-0.03315122135878389
cell2_01,20,49,29.0,down,1824.029,-0.08459676877834052
cell2_01,20,50,30.0,cell,1311.438,-0.07061195601742182
cell2_01,20,50,30.0,up,1541.448,-0.022258374545967564
cell2_01,20,50,30.0,down,1815.258,-0.08899856378326924
cell2_01,20,51,31.0,cell,1316.968,-0.06669296336719845
cell2_01,20,51,31.0,up,1521.516,-0.03490125713334631
cell2_01,20,51,31.0,down,1833.14,-0.08002434211206458
cell2_01,20,52,32.0,cell,1315.891,-0.06745621021788391
cell2_01,20,52,32.0,up,1542.918,-0.02132595244063723
cell2_01,20,52,32.0,down,1823.181,-0.08502234421605337
cell2_01,20,53,33.0,cell,1317.582,-0.06625783470766186
cell2_01,20,53,33.0,up,1531.918,-0.028303260711817546
cell2_01,20,53,33.0,down,1827.631,-0.08278907688371576
cell2_01,20,54,34.0,cell,1316.486,-0.0670345464517206
cell2_01,20,54,34.0,up,1538.079,-0.02439533377920461
cell2_01,20,54,34.0,down,1821.771,-0.08572996375281655
cell2_01,20,55,35.0,cell,1316.88,-0.06675532708387467
cell2_01,20,55,35.0,up,1535.127,-0.026267789598888633
cell2_01,20,55,35.0,down,1820.538,-0.08634875445411366
cell2_01,20,56,36.0,cell,1313.269,-0.06931436550339674
cell2_01,20,56,36.0,up,1546.065,-0.019329807974327633
cell2_01,20,56,36.0,down,1813.511,-0.08987530940789709
cell2_01,20,57,37.0,cell,1321.211,-0.06368604007336524
cell2_01,20,57,37.0,up,1554.609,-0.013910342349876386
cell2_01,20,57,37.0,down,1824.829,-0.08419528251634727
cell2_01,20,58,38.0,cell,1314.168,-0.06867726344326106
cell2_01,20,58,38.0,up,1560.754,-0.010012564229294304
cell2_01,20,58,38.0,down,1805.152,-0.09407033898789927
cell2_01,20,59,39.0,cell,1315.865,-0.06747463586144739
cell2_01,20,59,39.0,up,1550.096,-0.016772941643316042
cell2_01,20,59,39.0,down,1820.22,-0.08650834524325597
cell2_01,20,60,40.0,cell,1313.233,-0.06933987793294616
cell2_01,20,60,40.0,up,1546.229,-0.019225782651011863
cell2_01,20,60,40.0,down,1815.19,-0.08903269011553866
cell2_01,20,61,41.0,cell,1317.591,-0.06625145660027468
cell2_01,20,61,41.0,up,1555.068,-0.013619198304742551
cell2_01,20,61,41.0,down,1818.694,-0.08727418028800818
cell2_01,20,62,42.0,cell,1322.921,-0.06247419966976993
cell2_01,20,62,42.0,up,1581.575,0.0031942117265462734
cell2_01,20,62,42.0,down,1821.872,-0.08567927611223984
cell2_01,20,63,43.0,cell,1316.662,-0.06690981901836816
cell2_01,20,63,43.0,up,1553.96,-0.014322003537875954
cell2_01,20,63,43.0,down,1817.939,-0.08765308294776426
cell2_01,20,64,44.0,cell,1318.295,-0.06575254686686456
cell2_01,20,64,44.0,up,1557.054,-0.012359477011418476
cell2_01,20,64,44.0,down,1814.04,-0.08960982661715404
cell2_01,20,65,45.0,cell,1312.524,-0.06984233105934916
cell2_01,20,65,45.0,up,1572.144,-0.002787878664862985
cell2_01,20,65,45.0,down,1801.286,-0.09601052134898175
cell2_01,20,66,46.0,cell,1312.559,-0.06981752730839832
cell2_01,20,66,46.0,up,1559.017,-0.011114344635388775
cell2_01,20,66,46.0,down,1809.317,-0.0919801011363968
cell2_01,20,67,47.0,cell,1319.058,-0.06521182509613759
cell2_01,20,67,47.0,up,1582.13,0.003546248643864957
cell2_01,20,67,47.0,down,1811.593,-0.0908378727210259
cell2_01,20,68,48.0,cell,1320.139,-0.06444574353105782
cell2_01,20,68,48.0,up,1571.564,-0.003155773100979719
cell2_01,20,68,48.0,down,1811.107,-0.09108177562518688
cell2_01,20,69,49.0,cell,1319.042,-0.06522316395371514
cell2_01,20,69,49.0,up,1564.504,-0.007633936409573741
cell2_01,20,69,49.0,down,1814.516,-0.08937094229126799
cell2_01,20,70,50.0,cell,1315.365,-0.06782897516074426
cell2_01,20,70,50.0,up,1590.96,0.009147124283366928
cell2_01,20,70,50.0,down,1800.136,-0.09658765785059711
cell2_01,20,71,51.0,cell,1321.154,-0.0637264347534851
cell2_01,20,71,51.0,up,1569.289,-0.004598807311610251
cell2_01,20,71,51.0,down,1817.333,-0.08795720879122416
cell2_01,20,72,52.0,cell,1310.485,-0.07128732672188179
cell2_01,20,72,52.0,up,1578.612,0.0013147785985910883
cell2_01,20,72,52.0,down,1794.631,-0.09935038519093826
cell2_01,20,73,53.0,cell,1309.507,-0.07198041439130635
cell2_01,20,73,53.0,up,1564.79,-0.007452526394523016
cell2_01,20,73,53.0,down,1791.522,-0.1009106611766097
cell2_01,20,74,54.0,cell,1317.584,-0.06625641735046471
cell2_01,20,74,54.0,up,1583.122,0.004175474989775012
cell2_01,20,74,54.0,down,1800.146,-0.0965826392723222
cell2_01,20,75,55.0,cell,1318.873,-0.06534293063687739
cell2_01,20,75,55.0,up,1589.779,0.008398015095342907
cell2_01,20,75,55.0,down,1804.24,-0.09452803332657161
cell2_01,20,76,56.0,cell,1325.063,-0.060956210111582095
cell2_01,20,76,56.0,up,1604.901,0.01798991106596011
cell2_01,20,76,56.0,down,1810.059,-0.09160772262839806
cell2_01,20,77,57.0,cell,1322.352,-0.06287743779236973
cell2_01,20,77,57.0,up,1605.232,0.018199864614847384
cell2_01,20,77,57.0,down,1805.967,-0.09366132485849359
cell2_01,20,78,58.0,cell,1317.555,-0.06627696902982393
cell2_01,20,78,58.0,up,1579.235,0.0017099479670405501
cell2_01,20,78,58.0,down,1799.56,-0.09687672795923229
cell2_01,20,79,59.0,cell,1324.317,-0.0614848843461331
cell2_01,20,79,59.0,up,1600.195,0.015004891727398703
cell2_01,20,79,59.0,down,1813.477,-0.08989237257403174
cell2_01,20,80,60.0,cell,1320.537,-0.06416368944881741
cell2_01,20,80,60.0,up,1608.96,0.020564537818025627
cell2_01,20,80,60.0,down,1799.456,-0.09692892117329144
cell2_01,20,81,61.0,cell,1320.684,-0.06405951369482418
cell2_01,20,81,61.0,up,1604.929,0.018007671487014036
cell2_01,20,81,61.0,down,1797.694,-0.09781319466533159
cell2_01,20,82,62.0,cell,1316.669,-0.06690485826817796
cell2_01,20,82,62.0,up,1602.207,0.016281104840272884
cell2_01,20,82,62.0,down,1786.351,-0.10350576800256864
cell2_01,20,83,63.0,cell,1313.474,-0.06916908639068507
cell2_01,20,83,63.0,up,1608.592,0.02033111514131709
cell2_01,20,83,63.0,down,1785.638,-0.10386359263357023
cell2_01,20,84,64.0,cell,1321.358,-0.06358186431937202
cell2_01,20,84,64.0,up,1617.054,0.02569856810411052
cell2_01,20,84,64.0,down,1795.339,-0.0989950698490743
cell2_01,20,85,65.0,cell,1324.745,-0.061181569905935054
cell2_01,20,85,65.0,up,1625.238,0.030889685457868656
cell2_01,20,85,65.0,down,1788.11,-0.10262300008401103
cell2_01,20,86,66.0,cell,1324.484,-0.061366535020168
cell2_01,20,86,66.0,up,1619.439,0.027211375397452792
cell2_01,20,86,66.0,down,1799.269,-0.09702276858703231
cell2_01,20,87,67.0,cell,1326.192,-0.060156111973769834
cell2_01,20,87,67.0,up,1643.986,0.042781555954967646
cell2_01,20,87,67.0,down,1786.773,-0.10329398399936728
cell2_01,20,88,68.0,cell,1318.642,-0.06550663539315255
cell2_01,20,88,68.0,up,1638.496,0.03929924482689674
cell2_01,20,88,68.0,down,1774.027,-0.10969066386857504
cell2_01,20,89,69.0,cell,1327.443,-0.05926955504692908
cell2_01,20,89,69.0,up,1641.524,0.04121990750372697
cell2_01,20,89,69.0,down,1792.658,-0.10034055068457927
cell2_01,20,90,70.0,cell,1328.583,-0.058461661444532145
cell2_01,20,90,70.0,up,1647.637,0.045097388000247485
cell2_01,20,90,70.0,down,1777.468,-0.10796377108417646
cell2_01,20,91,71.0,cell,1334.145,-0.054519991079153826
cell2_01,20,91,71.0,up,1658.0,0.051670646692451305
cell2_01,20,91,71.0,down,1792.851,-0.1002436921238733
cell2_01,20,92,72.0,cell,1327.727,-0.05906829032492838
cell2_01,20,92,72.0,up,1639.527,0.03995320890213188
cell2_01,20,92,72.0,down,1781.229,-0.1060762837949806
cell2_01,20,93,73.0,cell,1330.877,-0.056835952739358195
cell2_01,20,93,73.0,up,1661.649,0.05398521013622732
cell2_01,20,93,73.0,down,1777.206,-0.10809525783497934
cell2_01,20,94,74.0,cell,1325.474,-0.06066494320756019
cell2_01,20,94,74.0,up,1672.161,0.06065297964046811
cell2_01,20,94,74.0,down,1763.913,-0.114766453935825
cell2_01,20,95,75.0,cell,1330.872,-0.05683949613235108
cell2_01,20,95,75.0,up,1670.008,0.059287330121572536
cell2_01,20,95,75.0,down,1768.011,-0.11270984055876448
cell2_01,20,96,76.0,cell,1324.691,-0.06121983855025902
cell2_01,20,96,76.0,up,1671.864,0.060464592317146224
cell2_01,20,96,76.0,down,1763.604,-0.1149215280045199
cell2_01,20,97,77.0,cell,1324.438,-0.06139913423570319
cell2_01,20,97,77.0,up,1664.428,0.05574793192582838
cell2_01,20,97,77.0,down,1758.692,-0.1173866536531586
cell2_01,20,98,78.0,cell,1331.63,-0.056302317754617
cell2_01,20,98,78.0,up,1670.623,0.05967742508400671
cell2_01,20,98,78.0,down,1771.602,-0.11090766910024212
cell2_01,20,99,79.0,cell,1329.6,-0.05774093530976243
cell2_01,20,99,79.0,up,1678.932,0.06494783003175553
cell2_01,20,99,79.0,down,1763.332,-0.11505803333359757
cell2_01,20,100,80.0,cell,1327.753,-0.059049864681365055
cell2_01,20,100,80.0,up,1665.765,0.056595992031152745
cell2_01,20,100,80.0,down,1766.681,-0.11337731146932827
cell2_01,20,101,81.0,cell,1324.55,-0.06131976223266079
cell2_01,20,101,81.0,up,1646.782,0.044555060857351184
cell2_01,20,101,81.0,down,1761.19,-0.11613301280008459
cell2_01,20,102,82.0,cell,1330.867,-0.05684303952534413
cell2_01,20,102,82.0,up,1656.085,0.05045596075251403
cell2_01,20,102,82.0,down,1774.554,-0.10942618479348694
cell2_01,20,103,83.0,cell,1345.884,-0.04620081301026188
cell2_01,20,103,83.0,up,1675.527,0.06278803597144927
cell2_01,20,103,83.0,down,1790.27,-0.10153898717662915
cell2_01,20,104,84.0,cell,1338.934,-0.051126129270488416
cell2_01,20,104,84.0,up,1670.836,0.05981253114416682
cell2_01,20,104,84.0,down,1778.679,-0.10735602125508413
cell2_01,20,105,85.0,cell,1333.236,-0.055164179925275454
cell2_01,20,105,85.0,up,1659.127,0.052385503639871295
cell2_01,20,105,85.0,down,1765.614,-0.1139127937712618
cell2_01,20,106,86.0,cell,1328.596,-0.05845244862275048
cell2_01,20,106,86.0,up,1654.907,0.04970875446674574
cell2_01,20,106,86.0,down,1758.527,-0.1174694601946947
cell2_01,20,107,87.0,cell,1329.166,-0.05804850182155209
cell2_01,20,107,87.0,up,1662.445,0.05449011353476004
cell2_01,20,107,87.0,down,1757.438,-0.11801598336883301
cell2_01,20,108,88.0,cell,1335.12,-0.053829029445525
cell2_01,20,108,88.0,up,1667.116,0.057452932347004
cell2_01,20,108,88.0,down,1770.199,-0.11161177563221283
cell2_01,20,109,89.0,cell,1340.834,-0.049779639933160244
cell2_01,20,109,89.0,up,1675.292,0.06263897529474671
cell2_01,20,109,89.0,down,1771.048,-0.11118569833667251
cell2_01,20,110,90.0,cell,1340.13,-0.0502785496665702
cell2_01,20,110,90.0,up,1665.691,0.05654905377551022
cell2_01,20,110,90.0,down,1775.652,-0.1088751448989012
cell2_01,20,111,91.0,cell,1333.404,-0.05504512192071178
cell2_01,20,111,91.0,up,1674.703,0.06226537215186264
cell2_01,20,111,91.0,down,1761.733,-0.11586050399975671
cell2_01,20,112,92.0,cell,1340.623,-0.04992917111746353
cell2_01,20,112,92.0,up,1687.161,0.07016749091935036
cell2_01,20,112,92.0,down,1765.552,-0.11394390895656634
cell2_01,20,113,93.0,cell,1336.007,-0.05320043152857223
cell2_01,20,113,93.0,up,1666.442,0.05702541364020624
cell2_01,20,113,93.0,down,1762.662,-0.11539427807801697
cell2_01,20,114,94.0,cell,1333.882,-0.05470637355058393
cell2_01,20,114,94.0,up,1667.499,0.057695869534991485
cell2_01,20,114,94.0,down,1755.761,-0.11885759894553648
cell2_01,20,115,95.0,cell,1331.492,-0.056400115401223035
cell2_01,20,115,95.0,up,1661.246,0.053729586933201484
cell2_01,20,115,95.0,down,1758.836,-0.11731438612599981
cell2_01,20,116,96.0,cell,1338.721,-0.051277077811988855
cell2_01,20,116,96.0,up,1669.89,0.05921248263284536
cell2_01,20,116,96.0,down,1762.867,-0.11529139722338123
cell2_01,20,117,97.0,cell,1337.682,-0.052013394875927745
cell2_01,20,117,97.0,up,1665.805,0.056621364061229744
cell2_01,20,117,97.0,down,1770.879,-0.11127051230951863
cell2_01,20,118,98.0,cell,1332.297,-0.05582962912935503
cell2_01,20,118,98.0,up,1672.275,0.060725289926187635
cell2_01,20,118,98.0,down,1752.076,-0.12070694503984296
cell2_01,20,119,99.0,cell,1344.235,-0.04736942401934304
cell2_01,20,119,99.0,up,1680.006,0.06562906903932354
cell2_01,20,119,99.0,down,1770.798,-0.1113111627935454
cell2_01,20,120,100.0,cell,1343.795,-0.04768124260272417
cell2_01,20,120,100.0,up,1671.127,0.059997112662977095
cell2_01,20,120,100.0,down,1769.037,-0.11219493442775808
