cell,stimul,frame,time,mask,int,delta
cell9_01,20,33,2.6,down,544.265,-0.12384096248146499
cell9_01,20,34,2.8,cell,410.617,-0.10537450270380964
cell9_01,20,34,2.8,up,300.571,0.07142373371945412
cell9_01,20,34,2.8,down,543.837,-0.12452995785698599
cell9_01,20,35,3.0,cell,408.328,-0.11036162638186246
cell9_01,20,35,3.0,up,303.629,0.08232436544278766
cell9_01,20,35,3.0,down,542.547,-0.12660660279722444
cell9_01,20,36,3.2,cell,411.042,-0.10444854046563917
cell9_01,20,36,3.2,up,306.105,0.09115038380347239
cell9_01,20,36,3.2,down,545.435,-0.12195749381473711
cell9_01,20,37,3.4,cell,406.495,-0.11435524704672508
cell9_01,20,37,3.4,up,314.267,0.1202448756693482
cell9_01,20,37,3.4,down,538.602,-0.13295727278888414
cell9_01,20,38,3.6,cell,409.956,-0.10681464632599962
cell9_01,20,38,3.6,up,309.657,0.1038119416456177
cell9_01,20,38,3.6,down,546.351,-0.12048291492693977
cell9_01,20,39,3.8,cell,411.424,-0.10361626381862468
cell9_01,20,39,3.8,up,295.152,0.05210701582908625
cell9_01,20,39,3.8,down,545.919,-0.1211783495115778
cell9_01,20,40,4.0,cell,410.623,-0.10536143029574141
cell9_01,20,40,4.0,up,309.114,0.10187634876603295
cell9_01,20,40,4.0,down,545.972,-0.12109302999077731
cell9_01,20,41,4.2,cell,409.237,-0.10838115655951638
cell9_01,20,41,4.2,up,308.981,0.10140225327250674
cell9_01,20,41,4.2,down,544.515,-0.12343851191165134
cell9_01,20,42,4.4,cell,410.455,-0.10572745772165355
cell9_01,20,42,4.4,up,305.552,0.08917914464617892
cell9_01,20,42,4.4,down,546.601,-0.1200804643571261
cell9_01,20,43,4.6,cell,410.559,-0.10550086931513643
cell9_01,20,43,4.6,up,293.571,0.04647133932333415
cell9_01,20,43,4.6,down,545.406,-0.1220041780808355
cell9_01,20,44,4.8,cell,408.562,-0.10985180246719907
cell9_01,20,44,4.8,up,290.657,0.036084013999006334
cell9_01,20,44,4.8,down,542.888,-0.1260576602199986
cell9_01,20,45,5.0,cell,407.886,-0.11132462710955975
cell9_01,20,45,5.0,up,297.305,0.05978165941977865
cell9_01,20,45,5.0,down,540.064,-0.13060374185661383
cell9_01,20,46,5.2,cell,411.024,-0.10448775768984399
cell9_01,20,46,5.2,up,301.419,0.07444653806915537
cell9_01,20,46,5.2,down,543.379,-0.12526724730088457
cell9_01,20,47,5.4,cell,412.824,-0.10056603526935688
cell9_01,20,47,5.4,up,322.514,0.14964236089574845
cell9_01,20,47,5.4,down,544.157,-0.12401482112762442
cell9_01,20,48,5.6,cell,409.674,-0.10742904950520935
cell9_01,20,48,5.6,up,294.819,0.050919994781385224
cell9_01,20,48,5.6,down,542.524,-0.12664362824964734
cell9_01,20,49,5.8,cell,411.975,-0.10241578101101993
cell9_01,20,49,5.8,up,295.81,0.054452540902321586
cell9_01,20,49,5.8,down,545.616,-0.12166611960219197
cell9_01,20,50,6.0,cell,409.165,-0.10853802545633588
cell9_01,20,50,6.0,up,309.876,0.10459259512743915
cell9_01,20,50,6.0,down,542.966,-0.12593209564221677
cell9_01,20,51,6.2,cell,412.694,-0.10084927077750316
cell9_01,20,51,6.2,up,314.81,0.12218046854893296
cell9_01,20,51,6.2,down,544.093,-0.12411784847349684
cell9_01,20,52,6.4,cell,410.74,-0.10510651833840971
cell9_01,20,52,6.4,up,315.352,0.12411249680074672
cell9_01,20,52,6.4,down,544.08,-0.12413877590312702
cell9_01,20,53,6.6,cell,409.8,-0.10715452893577518
cell9_01,20,53,6.6,up,315.676,0.12526743619851002
cell9_01,20,53,6.6,down,540.761,-0.12948170966797334
cell9_01,20,54,6.8,cell,414.024,-0.09795155365569885
cell9_01,20,54,6.8,up,306.324,0.09193103728529382
cell9_01,20,54,6.8,down,547.908,-0.11797645277814024
cell9_01,20,55,7.0,cell,408.32,-0.11037905625928682
cell9_01,20,55,7.0,up,306.105,0.09115038380347239
cell9_01,20,55,7.0,down,541.403,-0.12844821660469177
cell9_01,20,56,7.2,cell,408.394,-0.11021782989311121
cell9_01,20,56,7.2,up,316.981,0.129919275439501
cell9_01,20,56,7.2,down,539.419,-0.13164206432673306
cell9_01,20,57,7.4,cell,411.771,-0.10286024288534182
cell9_01,20,57,7.4,up,317.657,0.13232896381261197
cell9_01,20,57,7.4,down,542.288,-0.12702354158755141
cell9_01,20,58,7.6,cell,408.639,-0.10968403989698934
cell9_01,20,58,7.6,up,310.457,0.10666364386231718
cell9_01,20,58,7.6,down,541.288,-0.12863334386680605
cell9_01,20,59,7.8,cell,408.23,-0.11057514238031112
cell9_01,20,59,7.8,up,318.267,0.13450338675284532
cell9_01,20,59,7.8,down,539.686,-0.13121224711817198
cell9_01,20,60,8.0,cell,411.544,-0.10335481565725887
cell9_01,20,60,8.0,up,316.381,0.12778049877697634
cell9_01,20,60,8.0,down,545.459,-0.12191885856003501
cell9_01,20,61,8.2,cell,410.076,-0.10655319816463381
cell9_01,20,61,8.2,up,312.762,0.11488011087418241
cell9_01,20,61,8.2,down,541.826,-0.12776727024056705
cell9_01,20,62,8.4,cell,412.69,-0.1008579857162154
cell9_01,20,62,8.4,up,319.076,0.13738717061948272
cell9_01,20,62,8.4,down,547.255,-0.11902765366649357
cell9_01,20,63,8.6,cell,409.28,-0.10828747096836042
cell9_01,20,63,8.6,up,319.133,0.1375903544024224
cell9_01,20,63,8.6,down,540.737,-0.12952034492267545
cell9_01,20,64,8.8,cell,412.997,-0.10018911417005451
cell9_01,20,64,8.8,up,299.705,0.06833676606987685
cell9_01,20,64,8.8,down,549.351,-0.1156535080891758
cell9_01,20,65,9.0,cell,410.395,-0.10585818180233646
cell9_01,20,65,9.0,up,311.229,0.10941553650143208
cell9_01,20,65,9.0,down,542.926,-0.1259964877333869
cell9_01,20,66,9.2,cell,414.254,-0.09745044467974769
cell9_01,20,66,9.2,up,325.371,0.15982650243713617
cell9_01,20,66,9.2,down,545.799,-0.12137152578508836
cell9_01,20,67,9.4,cell,413.367,-0.0993829823391766
cell9_01,20,67,9.4,up,320.124,0.14112290052335896
cell9_01,20,67,9.4,down,545.115,-0.1224726305440985
cell9_01,20,68,9.6,cell,411.913,-0.10255086256105896
cell9_01,20,68,9.6,up,312.076,0.11243477622336273
cell9_01,20,68,9.6,down,542.579,-0.1265550891242884
cell9_01,20,69,9.8,cell,412.172,-0.1019865702794444
cell9_01,20,69,9.8,up,322.248,0.14869416990869583
cell9_01,20,69,9.8,down,545.791,-0.12138440420332229
cell9_01,20,70,10.0,cell,406.244,-0.11490210945091517
cell9_01,20,70,10.0,up,315.276,0.1238415850901604
cell9_01,20,70,10.0,down,536.782,-0.1358871129371275
cell9_01,20,71,10.2,cell,411.207,-0.10408904924376115
cell9_01,20,71,10.2,up,323.124,0.15181678383598182
cell9_01,20,71,10.2,down,543.462,-0.1251336337117065
cell9_01,20,72,10.4,cell,409.514,-0.10777764705369702
cell9_01,20,72,10.4,up,303.029,0.08018558878026301
cell9_01,20,72,10.4,down,541.095,-0.12894403570670218
cell9_01,20,73,10.6,cell,411.918,-0.10253996888766873
cell9_01,20,73,10.6,up,327.848,0.1686560854255919
cell9_01,20,73,10.6,down,543.681,-0.12478108701254963
cell9_01,20,74,10.8,cell,410.689,-0.10521763380699015
cell9_01,20,74,10.8,up,318.162,0.13412910083690346
cell9_01,20,74,10.8,down,541.868,-0.1276996585448383
cell9_01,20,75,11.0,cell,409.788,-0.10718067375191176
cell9_01,20,75,11.0,up,327.429,0.16716250638959543
cell9_01,20,75,11.0,down,540.146,-0.13047173806971496
cell9_01,20,76,11.2,cell,412.474,-0.10132859240667387
cell9_01,20,76,11.2,up,341.105,0.21591235578407228
cell9_01,20,76,11.2,down,543.074,-0.12575823699605734
cell9_01,20,77,11.4,cell,408.731,-0.10948359630660894
cell9_01,20,77,11.4,up,310.6,0.1071733856335523
cell9_01,20,77,11.4,down,540.146,-0.13047173806971496
cell9_01,20,78,11.6,cell,413.896,-0.09823043169448901
cell9_01,20,78,11.6,up,322.848,0.15083294657122048
cell9_01,20,78,11.6,down,547.546,-0.11855920120323037
cell9_01,20,79,11.8,cell,411.143,-0.1042284882631563
cell9_01,20,79,11.8,up,337.762,0.2039958051460395
cell9_01,20,79,11.8,down,541.372,-0.12849812047534875
cell9_01,20,80,12.0,cell,408.872,-0.10917639471700406
cell9_01,20,80,12.0,up,311.41,0.11006073412796048
cell9_01,20,80,12.0,down,539.255,-0.1319060719005308
cell9_01,20,81,12.2,cell,413.322,-0.09948102539968881
cell9_01,20,81,12.2,up,320.362,0.14197128193282704
cell9_01,20,81,12.2,down,545.519,-0.12182227042327963
cell9_01,20,82,12.4,cell,409.859,-0.10702598358977039
cell9_01,20,82,12.4,up,327.305,0.16672049254600713
cell9_01,20,82,12.4,down,542.828,-0.12615424835675396
cell9_01,20,83,12.6,cell,408.232,-0.110570784910955
cell9_01,20,83,12.6,up,333.0,0.18702104770113614
cell9_01,20,83,12.6,down,537.445,-0.13481981402598164
cell9_01,20,84,12.8,cell,410.389,-0.10587125421040469
cell9_01,20,84,12.8,up,314.457,0.1209221549458143
cell9_01,20,84,12.8,down,543.216,-0.1255296450724031
cell9_01,20,85,13.0,cell,409.498,-0.10781250680854583
cell9_01,20,85,13.0,up,323.676,0.1537844583655043
cell9_01,20,85,13.0,down,540.599,-0.12974249763721246
cell9_01,20,86,13.2,cell,412.536,-0.10119351085663485
cell9_01,20,86,13.2,up,336.61,0.19988935395399235
cell9_01,20,86,13.2,down,542.983,-0.12590472900346952
cell9_01,20,87,13.4,cell,408.218,-0.1106012871964477
cell9_01,20,87,13.4,up,316.095,0.1267610152345065
cell9_01,20,87,13.4,down,539.459,-0.13157767223556294
cell9_01,20,88,13.6,cell,412.03,-0.10229595060372738
cell9_01,20,88,13.6,up,334.857,0.1936405614716498
cell9_01,20,88,13.6,down,543.221,-0.12552159606100682
cell9_01,20,89,13.8,cell,407.221,-0.11277348567046196
cell9_01,20,89,13.8,up,311.676,0.1110089251150129
cell9_01,20,89,13.8,down,538.084,-0.1337911503695381
cell9_01,20,90,14.0,cell,409.281,-0.1082852922336823
cell9_01,20,90,14.0,up,321.276,0.1452293517154061
cell9_01,20,90,14.0,down,540.2,-0.13038480874663508
cell9_01,20,91,14.2,cell,414.011,-0.09797987720651344
cell9_01,20,91,14.2,up,308.114,0.09831172099515867
cell9_01,20,91,14.2,down,546.105,-0.12087892628763638
cell9_01,20,92,14.4,cell,409.815,-0.10712184791560449
cell9_01,20,92,14.4,up,320.81,0.14356823517417866
cell9_01,20,92,14.4,down,541.215,-0.12875085943319162
cell9_01,20,93,14.6,cell,409.015,-0.10886483565804321
cell9_01,20,93,14.6,up,341.124,0.2159800837117189
cell9_01,20,93,14.6,down,538.265,-0.13349977615699293
cell9_01,20,94,14.8,cell,409.265,-0.10832015198853111
cell9_01,20,94,14.8,up,335.933,0.19747610095311038
cell9_01,20,94,14.8,down,537.925,-0.13404710893193955
cell9_01,20,95,15.0,cell,410.159,-0.10637236318635586
cell9_01,20,95,15.0,up,328.219,0.16997856232858619
cell9_01,20,95,15.0,down,539.855,-0.13094019053297798
cell9_01,20,96,15.2,cell,413.1,-0.09996470449821551
cell9_01,20,96,15.2,up,332.505,0.18525655695455337
cell9_01,20,96,15.2,down,542.749,-0.126281422736815
cell9_01,20,97,15.4,cell,413.82,-0.09839601553002074
cell9_01,20,97,15.4,up,316.4,0.12784822670462298
cell9_01,20,97,15.4,down,544.04,-0.12420316799429733
cell9_01,20,98,15.6,cell,411.677,-0.10306504394507836
cell9_01,20,98,15.6,up,321.038,0.14438097030593802
cell9_01,20,98,15.6,down,542.733,-0.1263071795732832
cell9_01,20,99,15.8,cell,409.459,-0.1078974774609897
cell9_01,20,99,15.8,up,319.924,0.14040997496918395
cell9_01,20,99,15.8,down,540.193,-0.13039607736258996
cell9_01,20,100,16.0,cell,410.05,-0.10660984526626309
cell9_01,20,100,16.0,up,328.248,0.17008193653394152
cell9_01,20,100,16.0,down,538.343,-0.13337421157921112
cell9_01,20,101,16.2,cell,412.983,-0.10021961645554721
cell9_01,20,101,16.2,up,337.676,0.20368924715774425
cell9_01,20,101,16.2,down,543.215,-0.1255312548746823
cell9_01,20,102,16.4,cell,410.032,-0.10664906249046802
cell9_01,20,102,16.4,up,354.657,0.26422019133496044
cell9_01,20,102,16.4,down,537.501,-0.1347296650983435
cell9_01,20,103,16.6,cell,410.801,-0.1049736155230488
cell9_01,20,103,16.6,up,336.019,0.19778265894140562
cell9_01,20,103,16.6,down,538.254,-0.13351748398206467
cell9_01,20,104,16.8,cell,411.994,-0.102374385052137
cell9_01,20,104,16.8,up,343.448,0.22426427865123058
cell9_01,20,104,16.8,down,542.31,-0.1269881259374079
cell9_01,20,105,17.0,cell,412.001,-0.10235913390939078
cell9_01,20,105,17.0,up,341.676,0.21794775824124138
cell9_01,20,105,17.0,down,541.395,-0.12846109502292585
cell9_01,20,106,17.2,cell,410.222,-0.10623510290163883
cell9_01,20,106,17.2,up,351.905,0.2544103357095144
cell9_01,20,106,17.2,down,539.665,-0.13124605296603645
cell9_01,20,107,17.4,cell,412.075,-0.10219790754321517
cell9_01,20,107,17.4,up,353.79,0.26112965905761254
cell9_01,20,107,17.4,down,539.691,-0.13120419810677572
cell9_01,20,108,17.6,cell,411.847,-0.10269465904981022
cell9_01,20,108,17.6,up,330.524,0.17819502934045142
cell9_01,20,108,17.6,down,541.613,-0.12811015812604823
cell9_01,20,109,17.8,cell,412.891,-0.10042006004592763
cell9_01,20,109,17.8,up,349.857,0.24710997803476403
cell9_01,20,109,17.8,down,541.359,-0.12851904790497895
cell9_01,20,110,18.0,cell,408.775,-0.10938773198077484
cell9_01,20,110,18.0,up,341.019,0.21560579779577704
cell9_01,20,110,18.0,down,538.594,-0.13297015120711805
cell9_01,20,111,18.2,cell,410.308,-0.10604773171932665
cell9_01,20,111,18.2,up,337.381,0.2026376819653363
cell9_01,20,111,18.2,down,536.408,-0.13648917898956878
cell9_01,20,112,18.4,cell,406.951,-0.11336174403353498
cell9_01,20,112,18.4,up,336.286,0.19873441455622906
cell9_01,20,112,18.4,down,534.211,-0.14002591459709127
cell9_01,20,113,18.6,cell,407.64,-0.11186059584035972
cell9_01,20,113,18.6,up,351.505,0.25298448460116474
cell9_01,20,113,18.6,down,534.013,-0.14034465544838365
cell9_01,20,114,18.8,cell,408.507,-0.10997163287449174
cell9_01,20,114,18.8,up,331.8,0.18274349437608706
cell9_01,20,114,18.8,down,535.33,-0.13822454584660526
cell9_01,20,115,19.0,cell,409.065,-0.10875589892414077
cell9_01,20,115,19.0,up,354.962,0.2653074028050771
cell9_01,20,115,19.0,down,534.901,-0.13891515102440563
cell9_01,20,116,19.2,cell,409.427,-0.1079671969706872
cell9_01,20,116,19.2,up,360.276,0.2842498347795031
cell9_01,20,116,19.2,down,536.949,-0.13561827595649212
cell9_01,20,117,19.4,cell,410.053,-0.10660330906222897
cell9_01,20,117,19.4,up,323.962,0.15480394190797434
cell9_01,20,117,19.4,down,541.319,-0.12858343999614927
cell9_01,20,118,19.6,cell,409.612,-0.10756413105524824
cell9_01,20,118,19.6,up,333.733,0.18963391985718703
cell9_01,20,118,19.6,down,539.617,-0.13132332347544068
cell9_01,20,119,19.8,cell,411.537,-0.10337006680000523
cell9_01,20,119,19.8,up,354.095,0.26221687052772924
cell9_01,20,119,19.8,down,540.504,-0.1298954288537417
cell9_01,20,120,20.0,cell,408.343,-0.11032894536169165
cell9_01,20,120,20.0,up,329.048,0.172933638750641
cell9_01,20,120,20.0,down,537.993,-0.13393764237695008
cell3_01,20,1,-3.8,cell,2171.278,0.00815858500330658
cell3_01,20,1,-3.8,up,1720.824,-0.00815957203443243
cell3_01,20,1,-3.8,down,2276.162,0.004664649064629397
cell3_01,20,2,-3.6,cell,2165.515,0.005482733304273119
cell3_01,20,2,-3.6,up,1683.084,-0.029911975389697424
cell3_01,20,2,-3.6,down,2283.82,0.008044778371127482
cell3_01,20,3,-3.4,cell,2143.938,-0.004535807752476002
cell3_01,20,3,-3.4,up,1778.941,0.025337630556927785
cell3_01,20,3,-3.4,down,2262.087,-0.0015478502810166845
cell3_01,20,4,-3.2,cell,2160.007,0.002925282122896058
cell3_01,20,4,-3.2,up,1762.714,0.01598478876450895
cell3_01,20,4,-3.2,down,2277.911,0.005436632109427742
cell3_01,20,5,-3.0,cell,2148.398,-0.0024649594828786564
cell3_01,20,5,-3.0,up,1704.437,-0.017604633872872574
cell3_01,20,5,-3.0,down,2258.006,-0.0033491440522126206
cell3_01,20,6,-2.8,cell,2146.737,-0.003236187952789258
cell3_01,20,6,-2.8,up,1769.311,0.019787136537023062
cell3_01,20,6,-2.8,down,2260.949,-0.0020501468533324807
cell3_01,20,7,-2.6,cell,2153.147,-0.0002599239599375599
cell3_01,20,7,-2.6,up,1740.597,0.003237096527932507
cell3_01,20,7,-2.6,down,2262.607,-0.0013183298789040101
cell3_01,20,8,-2.4,cell,2143.88,-0.0045627380662958735
cell3_01,20,8,-2.4,up,1713.168,-0.01257230123654988
cell3_01,20,8,-2.4,down,2247.426,-0.008019001464428318
cell3_01,20,9,-2.2,cell,2158.647,0.0022938126953954683
cell3_01,20,9,-2.2,up,1736.983,0.0011540762384272501
cell3_01,20,9,-2.2,down,2272.045,0.00284746541944122
cell3_01,20,10,-2.0,cell,2145.521,-0.0038007959114955657
cell3_01,20,10,-2.0,up,1739.748,0.0027477539087322283
cell3_01,20,10,-2.0,down,2254.925,-0.004709052434730121
cell3_01,20,11,-1.8,cell,2146.132,-0.0035170989848758993
cell3_01,20,11,-1.8,up,1742.235,0.0041811992490751225
cell3_01,20,11,-1.8,down,2248.917,-0.0073608958499090755
cell3_01,20,12,-1.6,cell,2146.487,-0.003352266891668032
cell3_01,20,12,-1.6,up,1742.269,0.004200796008854701
cell3_01,20,12,-1.6,down,2253.232,-0.005456317897762466
cell3_01,20,13,-1.4,cell,2150.892,-0.001306955988624152
cell3_01,20,13,-1.4,up,1659.874,-0.04328964581565665
cell3_01,20,13,-1.4,down,2269.411,0.0016848563056627416
cell3_01,20,14,-1.2,cell,2148.283,-0.0025183557947630023
cell3_01,20,14,-1.2,up,1747.294,0.007097081829209989
cell3_01,20,14,-1.2,down,2268.189,0.0011454833606978465
cell3_01,20,15,-1.0,cell,2140.097,-0.006319244569409436
cell3_01,20,15,-1.0,up,1586.025,-0.08585438443205735
cell3_01,20,15,-1.0,down,2297.928,0.014271843434599902
cell3_01,20,16,-0.8,cell,2129.018,-0.011463398824761268
cell3_01,20,16,-0.8,up,1586.815,-0.0853990479548274
cell3_01,20,16,-0.8,down,2285.098,0.008608868897858174
cell3_01,20,17,-0.6,cell,2141.303,-0.0057592797682583805
cell3_01,20,17,-0.6,up,1610.303,-0.07186114519890623
cell3_01,20,17,-0.6,down,2306.639,0.018116751555376117
cell3_01,20,18,-0.4,cell,2137.377,-0.007582183424410616
cell3_01,20,18,-0.4,up,1602.008,-0.07664217820982103
cell3_01,20,18,-0.4,down,2282.358,0.007399472932879906
cell3_01,20,19,-0.2,cell,2141.478,-0.005678024511043154
cell3_01,20,19,-0.2,up,1716.025,-0.01092559703978262
cell3_01,20,19,-0.2,down,2248.243,-0.007658389601878196
cell3_01,20,20,0.0,cell,2060.245,-0.04339578627880103
cell3_01,20,20,0.0,up,1818.151,0.047937305585013135
cell3_01,20,20,0.0,down,2091.546,-0.07682215585159169
cell3_01,20,21,0.2,cell,2041.343,-0.052172282689547295
cell3_01,20,21,0.2,up,1808.908,0.042609868801422306
cell3_01,20,21,0.2,down,2083.843,-0.08022214750058013
cell3_01,20,22,0.4,cell,2025.864,-0.05935942626916548
cell3_01,20,22,0.4,up,1786.639,0.029774567521125637
cell3_01,20,22,0.4,down,2078.401,-0.08262416678576709
cell3_01,20,23,0.6,cell,2017.271,-0.06334929155630674
cell3_01,20,23,0.6,up,1767.857,0.01894908686880488
cell3_01,20,23,0.6,down,2071.53,-0.08565692579137509
cell3_01,20,24,0.8,cell,2026.253,-0.05917880744027016
cell3_01,20,24,0.8,up,1756.84,0.012599160324953384
cell3_01,20,24,0.8,down,2073.442,-0.08481299692822238
cell3_01,20,25,1.0,cell,2018.824,-0.06262820918799174
cell3_01,20,25,1.0,up,1686.042,-0.02820705728887944
cell3_01,20,25,1.0,down,2101.45,-0.07245067496212244
cell3_01,20,26,1.2,cell,2009.105,-0.06714089401584299
cell3_01,20,26,1.2,up,1691.546,-0.025034687705747977
cell3_01,20,26,1.2,down,2098.491,-0.07375673432722127
cell3_01,20,27,1.4,cell,2030.669,-0.057128389063915416
cell3_01,20,27,1.4,up,1653.983,-0.04668507263510201
cell3_01,20,27,1.4,down,2112.734,-0.06747008223627719
cell3_01,20,28,1.6,cell,2014.966,-0.06441953937276906
cell3_01,20,28,1.6,up,1619.546,-0.06653370841531553
cell3_01,20,28,1.6,down,2099.435,-0.07334006652030904
cell3_01,20,29,1.8,cell,2024.845,-0.05983256402403537
cell3_01,20,29,1.8,up,1698.866,-0.020815620600275312
cell3_01,20,29,1.8,down,2119.716,-0.06438832945252577
cell3_01,20,30,2.0,cell,2019.887,-0.06213464153987925
cell3_01,20,30,2.0,up,1676.185,-0.033888388499076744
cell3_01,20,30,2.0,down,2118.474,-0.06493653010526403
cell3_01,20,31,2.2,cell,2033.979,-0.05559150391316047
cell3_01,20,31,2.2,up,1716.874,-0.010436254420582342
cell3_01,20,31,2.2,down,2124.585,-0.06223922399505138
cell3_01,20,32,2.4,cell,2021.176,-0.0615361385310203
cell3_01,20,32,2.4,up,1629.218,-0.060959006633330266
cell3_01,20,32,2.4,down,2107.434,-0.06980942479627172
cell3_01,20,33,2.6,cell,2021.232,-0.061510136848711434
cell3_01,20,33,2.6,up,1642.454,-0.053330103326221505
cell3_01,20,33,2.6,down,2115.379,-0.06630261788322327
cell3_01,20,34,2.8,cell,2023.837,-0.060300594305594604
cell3_01,20,34,2.8,up,1622.782,-0.06466855798453558
cell3_01,20,34,2.8,down,2116.866,-0.0656462778102587
cell3_01,20,35,3.0,cell,2025.183,-0.05967562529867128
cell3_01,20,35,3.0,up,1708.798,-0.015091061243505514
cell3_01,20,35,3.0,down,2112.527,-0.06756144901173354
cell3_01,20,36,3.2,cell,2021.216,-0.061517565900799716
cell3_01,20,36,3.2,up,1657.798,-0.04448620091278253
cell3_01,20,36,3.2,down,2111.904,-0.0678364321088801
cell3_01,20,37,3.4,cell,2009.611,-0.06690595024355231
cell3_01,20,37,3.4,up,1627.899,-0.06171924563771815
cell3_01,20,37,3.4,down,2104.006,-0.07132249390866086
cell3_01,20,38,3.6,cell,2026.762,-0.058942470720712965
cell3_01,20,38,3.6,up,1626.21,-0.06269274349853
cell3_01,20,38,3.6,down,2117.838,-0.06521725121246336
cell3_01,20,39,3.8,cell,2019.479,-0.06232408236812936
cell3_01,20,39,3.8,up,1682.798,-0.030076818721960462
cell3_01,20,39,3.8,down,2112.213,-0.06770004402377844
cell3_01,20,40,4.0,cell,2020.686,-0.061763653251222704
cell3_01,20,40,4.0,up,1713.647,-0.012296217473773706
cell3_01,20,40,4.0,down,2112.957,-0.06737165329460197
cell3_01,20,41,4.2,cell,2025.516,-0.05952100815208471
cell3_01,20,41,4.2,up,1616.025,-0.06856312580307088
cell3_01,20,41,4.2,down,2134.95,-0.05766426444140157
cell3_01,20,42,4.4,cell,2032.312,-0.05636551827760421
cell3_01,20,42,4.4,up,1662.681,-0.04167176038327114
cell3_01,20,42,4.4,down,2131.66,-0.059116422370152945
cell3_01,20,43,4.6,cell,2036.316,-0.0545063979925217
cell3_01,20,43,4.6,up,1674.723,-0.03473104916959601
cell3_01,20,43,4.6,down,2129.825,-0.05992636455837752
cell3_01,20,44,4.8,cell,2022.616,-0.06086752384307854
cell3_01,20,44,4.8,up,1659.21,-0.04367235900664487
cell3_01,20,44,4.8,down,2115.681,-0.06616931949584239
cell3_01,20,45,5.0,cell,2028.896,-0.057951620898443745
cell3_01,20,45,5.0,up,1652.773,-0.047382486733137816
cell3_01,20,45,5.0,down,2121.721,-0.06350335174822586
cell3_01,20,46,5.2,cell,2027.401,-0.05864577295293876
cell3_01,20,46,5.2,up,1655.739,-0.045672957630018614
cell3_01,20,46,5.2,down,2111.562,-0.0679873859118081
cell3_01,20,47,5.4,cell,2022.473,-0.060933920996117205
cell3_01,20,47,5.4,up,1705.092,-0.01722710805947292
cell3_01,20,47,5.4,down,2113.152,-0.06728558314380964
cell3_01,20,48,5.6,cell,2022.368,-0.0609826741504463
cell3_01,20,48,5.6,up,1667.622,-0.03882389008707705
cell3_01,20,48,5.6,down,2114.087,-0.0668728878053955
cell3_01,20,49,5.8,cell,2017.203,-0.06338086502768175
cell3_01,20,49,5.8,up,1663.571,-0.04115878637727795
cell3_01,20,49,5.8,down,2109.058,-0.06909261492505836
cell3_01,20,50,6.0,cell,2008.299,-0.06751513251478818
cell3_01,20,50,6.0,up,1612.429,-0.07063577133739872
cell3_01,20,50,6.0,down,2109.816,-0.06875804480044034
cell3_01,20,51,6.2,cell,2011.044,-0.06624058576589918
cell3_01,20,51,6.2,up,1628.992,-0.061089267448335365
cell3_01,20,51,6.2,down,2106.345,-0.0702900934845425
cell3_01,20,52,6.4,cell,2035.506,-0.0548824937544889
cell3_01,20,52,6.4,up,1602.462,-0.07638050382923572
cell3_01,20,52,6.4,down,2131.166,-0.05933446675215985
cell3_01,20,53,6.6,cell,2008.848,-0.06726022316501039
cell3_01,20,53,6.6,up,1667.126,-0.03910977222974301
cell3_01,20,53,6.6,down,2096.925,-0.0744479438458913
cell3_01,20,54,6.8,cell,2007.314,-0.06797248353397049
cell3_01,20,54,6.8,up,1626.269,-0.06265873735655968
cell3_01,20,54,6.8,down,2098.599,-0.07370906470524395
cell3_01,20,55,7.0,cell,2019.009,-0.06254231077322148
cell3_01,20,55,7.0,up,1668.63,-0.03824290379714308
cell3_01,20,55,7.0,down,2106.553,-0.07019828532369739
cell3_01,20,56,7.2,cell,2007.838,-0.06772918207808064
cell3_01,20,56,7.2,up,1645.235,-0.05172720365131449
cell3_01,20,56,7.2,down,2100.327,-0.07294635075360793
cell3_01,20,57,7.4,cell,2010.166,-0.0666482549992415
cell3_01,20,57,7.4,up,1601.933,-0.07668540635639351
cell3_01,20,57,7.4,down,2102.218,-0.07211169098361755
cell3_01,20,58,7.6,cell,2021.293,-0.06148181358762505
cell3_01,20,58,7.6,up,1638.664,-0.05551456566635011
cell3_01,20,58,7.6,down,2122.166,-0.06330693525026397
cell3_01,20,59,7.8,cell,2008.43,-0.06745430715081566
cell3_01,20,59,7.8,up,1627.681,-0.06184489545042203
cell3_01,20,59,7.8,down,2100.387,-0.07291986763028725
cell3_01,20,60,8.0,cell,2017.013,-0.06346908502122965
cell3_01,20,60,8.0,up,1672.059,-0.03626651293585
cell3_01,20,60,8.0,down,2123.133,-0.06288011557941227
cell3_01,20,61,8.2,cell,2022.109,-0.06110293193112472
cell3_01,20,61,8.2,up,1675.832,-0.03409184897561106
cell3_01,20,61,8.2,down,2112.115,-0.06774329979186909
cell3_01,20,62,8.4,cell,2011.317,-0.0661138275646436
cell3_01,20,62,8.4,up,1609.756,-0.07217642248124143
cell3_01,20,62,8.4,down,2117.282,-0.06546266148856848
cell3_01,20,63,8.6,cell,2013.743,-0.06498739754176401
cell3_01,20,63,8.6,up,1652.975,-0.04726605892503597
cell3_01,20,63,8.6,down,2112.056,-0.06776934152980099
cell3_01,20,64,8.8,cell,2017.799,-0.06310413283739476
cell3_01,20,64,8.8,up,1651.866,-0.04790525911902079
cell3_01,20,64,8.8,down,2117.702,-0.06527727962532359
cell3_01,20,65,9.0,cell,2009.057,-0.0671631811721077
cell3_01,20,65,9.0,up,1649.134,-0.04947991640483381
